ID,NAME,Host_ID,Host_identity_verified,Host_name,Neighbourhood_group,Neighbourhood,Latitude,Longditude,Country,Country_Code,instant_bookable,Cancellation_policy,Room_Type,Construction_year,Price,Service_fee,Minimum_nights,Number_of_reviews,Last_review,Reviews_per_month,Review_rate_number,Calculated_host_listings_count,Availability_365,House_rules,License
7242878,Bedroom avail in Bowery neighborhod,67281013971,verified,Josh,Manhattan,Chinatown,40.7182,-73.99562,United States,US,FALSE,strict,Private room,2010,866,173,1,52,6/15/2019,1.14,1,2,289,--No Smoking.   --Pets allowed with a $500 NON-Refundable Pet Fee (breed and weight restrictions may apply).  ,
5237477,"2 Bedroom, Doorman. Roof deck. Skyview!",9479884445,verified,Roger,Manhattan,Upper East Side,40.76236,-73.95827,United States,US,FALSE,strict,Entire home/apt,2007,866,173,30,9,8/31/2018,0.19,1,1,402,"You're our guest, so please make yourself at home. Be clean! Rachel and I keep a tight ship around the apartment and we'd like our guests to be as clean as us. =) Speak up! Let us know if you need anything.  Party down (if you let us know).  We aren't huge partiers, but if you like to listen to music or watch loud TV, let us know ahead of time.  This is important.",
3628627,"Sunny, spacious, 1BR in Willamsburg",85929547329,unconfirmed,Aleksandra,Brooklyn,Williamsburg,40.71626,-73.95795,United States,US,TRUE,moderate,Entire home/apt,2003,867,173,4,17,7/24/2017,0.28,5,1,263,"Please be quiet, kind and respectful. This building has both renters and many home occupants, it's a great place to make it your home for a stay! Please be mindful of other people on the building, and keep all questions to me, your host!",
3216059,"Art-Packed, One-Of-A-Kind Triplex",55466575897,unconfirmed,Anthony,Manhattan,East Village,40.73101,-73.98936,United States,US,FALSE,moderate,Entire home/apt,2004,867,173,2,3,12/22/2015,0.07,1,1,196,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.",
5670480,Private Artisitic Room East Village,28362548160,unconfirmed,Goldwyn,Manhattan,East Village,40.72174,-73.98418,United States,US,TRUE,flexible,Private room,2010,867,173,3,11,9/26/2015,0.23,4,1,409,,
4838716,CHARMING GARDEN APT IN TOWNHOUSE,86126282064,unconfirmed,Richard,Manhattan,Harlem,40.81007,-73.94007,United States,US,TRUE,flexible,Entire home/apt,2005,867,173,3,52,6/24/2019,1,3,2,212,"Check in 3pm Check out 12pm (Flexible upon requests.) No smoking, No drug, No party in the house. I don't guarantee parking lot. Sorry",
1474105,Furnished Bedroom with private half bath,67288825352,verified,Baker,Manhattan,Harlem,40.80637,-73.95433,United States,US,FALSE,strict,Private room,2009,867,173,2,44,6/26/2019,0.49,,1,195,"We live on a quiet street with many friendly homeowners, please be courteous of neighbors.  Our welcome binder includes helpful information.",
6007936,Cozy Studio in Historic Brownstone,42642389123,verified,Nate',Manhattan,Harlem,40.82599,-73.94545,United States,US,FALSE,moderate,Entire home/apt,2017,867,173,1,3,8/22/2015,0.06,4,1,153,Please treat apartment like your own home and be considerate of other tenants in the building. No parties or other guests. Quiet late at night and in the early morning hours. No loud music. No Smoking. No pets.,
4852524,Perfect apt in UES,81927460345,verified,Yas,Manhattan,Upper East Side,40.77569,-73.95721,United States,US,TRUE,moderate,Entire home/apt,2008,867,173,1,9,5/13/2019,0.24,5,2,6,,
5872070,Cozy bedroom for 2 in Astoria,78031397723,verified,Maria,Queens,Astoria,40.76855,-73.92583,United States,US,FALSE,moderate,Private room,2007,867,173,4,28,4/23/2019,0.59,3,1,364,"At La Casita we expect our guests to be respectful of our space and the other people staying here. If you need anything or have any concerns, please communicate them with myself or my roommate Monica.  We love to host people from all over the world and look forward to sharing our space with you.",
7126343,Large Victorian home in Brooklyn,56721633681,verified,Pietta,Brooklyn,Flatbush,40.64697,-73.96465,United States,US,FALSE,strict,Entire home/apt,2021,868,174,3,1,12/21/2015,0.02,4,1,204,"We have put a lot of time and effort into giving you a well furnished home with anything you could need, with this in mind, please respect our space by using the apartment for intending living purposes only and abide to the following:  -Leave the home as you found it -Limit noise at all times; quiet hours begin at 9pm -No additional guests except by prior arrangement with hosts.  -No filming  -Smoking of any kind in the apartment and within 50 feet of the outside is not allowed.  -lighting candles is strictly prohibited -The backyard is for the owners' and their family who live upstairs. They respectfully ask that you do not use the outside space  -No pets",
5539585,Lefferts Apt in Brownstone @ Park,88675570581,unconfirmed,Tim,Brooklyn,Prospect-Lefferts Gardens,40.65597,-73.95807,United States,US,TRUE,moderate,Entire home/apt,2012,868,174,2,77,6/18/2019,1.61,1,2,142,"Pets are allowed but no smoking inside the house. You're welcome to smoke outside. Quiet building overall, respect the other tenants and please no large parties.",
7310259,Lefferts Garden/ Prospect Park Gem,1950415253,unconfirmed,Stacy,Brooklyn,Prospect-Lefferts Gardens,40.65631,-73.95535,United States,US,TRUE,flexible,Private room,2015,868,174,10,12,6/30/2019,0.28,2,1,302,"Expect to have our place treated with respect, but don't want guests to feel uncomfortable so if there's a beer(s) in the fridge, feel free, snacks in the drawers, usually fresh fruit in the bowl, up for grabs etc...",
5677660,Riverside and 160th--Long Stay,31706972583,unconfirmed,Seán,Manhattan,Washington Heights,40.83771,-73.94638,United States,US,TRUE,flexible,Entire home/apt,2017,868,174,2,1,6/30/2015,0.02,2,1,237,No smoking or pets,
2764830,Private Master Bedroom w/Garden 14 min to Union Sq,7334538312,unconfirmed,Erica And Jorel,Brooklyn,Bushwick,40.70561,-73.92515,United States,US,TRUE,flexible,Private room,2015,869,174,1,227,6/14/2019,3.31,5,3,149,"Clean, no house parties, no smoking, respectful of owner's home :)",
7248401,1 bedroom in large clean apt,53456551477,unconfirmed,Andrew,Brooklyn,Bushwick,40.70021,-73.92241,United States,US,FALSE,moderate,Private room,2010,869,174,3,1,10/14/2015,0.02,4,1,28,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.  Parties, pets and smoking are not allowed under any circumstances and incur significant fees.",
2739424,Clean & Cozy 1BD,3038008791,unconfirmed,Natalie,Brooklyn,Crown Heights,40.67593,-73.95885,United States,US,TRUE,flexible,Entire home/apt,2012,869,174,20,46,2/26/2019,0.72,2,1,366,,
5399301,Beautiful Apartment in SoHo,69719338591,verified,Liza,Manhattan,Nolita,40.72191,-73.99587,United States,US,TRUE,strict,Private room,2022,869,174,1,1,5/19/2015,0.02,5,1,387,Expect respect for the family and the space--treat it as you would your own home--or better :).,
7934910,Sunny with 2 large bedrooms,40885652182,unconfirmed,Ayanna,Brooklyn,Clinton Hill,40.69347,-73.967,United States,US,FALSE,flexible,Entire home/apt,2008,870,174,2,179,6/15/2019,4.18,1,2,396,,
3820275,Great Greenpoint Apartment,39053059458,verified,Tim,Brooklyn,Greenpoint,40.73526,-73.95375,United States,US,TRUE,moderate,Entire home/apt,2018,870,174,3,34,5/19/2018,0.57,5,1,1,"Respectful, quiet but enjoyable stay! Clean, or messy and then clean up before they leave! ;-)",
2708495,2 bdr NYC duplex w balcony,8837030688,verified,Aimee,Manhattan,Gramercy,40.73285,-73.98245,United States,US,TRUE,flexible,Entire home/apt,2022,870,174,2,40,5/28/2019,0.63,4,1,297,"Please treat my home as if it were your own. Be respectful of me, my cleaning lady,and anyone you may encounter in the building. No smoking (indoors or on the balcony). Please clean up after yourself, especially in the bathroom. Upon leaving, please put your trash in the chute and strip the linens off the bed. If you have any questions, please ask me.",
2026405,1 BEDROOM APARTMENT IN UPPER EAST,59865740294,verified,Francesco,Manhattan,Upper East Side,40.76744,-73.96118,United States,US,TRUE,flexible,Entire home/apt,2010,870,174,1,225,6/18/2019,2.83,3,1,271,"Guests can come and go as they like, we only ask that in the evening hours after 10pm that you are quiet and respectful of your neighbors as we are an old building.",
6128337,Beautiful duplex studio with 2 queen beds,20563003485,unconfirmed,Vida,Brooklyn,Greenpoint,40.72568,-73.94142,United States,US,FALSE,flexible,Entire home/apt,2004,872,174,30,4,6/15/2019,0.08,4,52,176,,
3910300,Big Beautiful Bedroom w/Private Bathroom,40131089310,verified,Morgan,Brooklyn,Prospect Heights,40.67548,-73.96802,United States,US,TRUE,strict,Private room,2017,872,174,2,206,6/18/2019,3.5,3,2,407,"Don't do anything you wouldn't want done at your place. Our home is your home when you stay here. Smoking is not allowed indoors, but we have a balcony you can smoke on.",
6212287,CLEAN AND COZY UES,26701527767,verified,Gabriel,Manhattan,East Harlem,40.79831,-73.93961,United States,US,FALSE,flexible,Private room,2008,872,174,1,1,7/20/2015,0.02,1,1,232,,
6199584,Room in classic Harlem brownstone,70256826205,unconfirmed,Kirsti,Manhattan,Harlem,40.80492,-73.94486,United States,US,TRUE,flexible,Private room,2008,872,174,2,3,7/25/2016,0.08,5,1,181,No shoes in the bedroom and in the bathroom please!,
2491994,Beautiful 1 Bedroom in Nolita/Soho,85556701927,verified,Jessica,Manhattan,Nolita,40.72193,-73.99379,United States,US,TRUE,strict,Entire home/apt,2009,872,174,1,2,9/28/2013,0.03,1,1,380,No smoking  Ask about additional fee for pets,
6974461,Prime Location in Theatre District,32116674569,verified,Aly,Manhattan,Theater District,40.76095,-73.98668,United States,US,FALSE,strict,Private room,2003,872,174,2,3,6/19/2017,0.08,3,1,101,,
5105477,The TriBeCa Apartment — Spacious Living with View,17797027149,verified,Ross,Manhattan,Tribeca,40.71966,-74.00984,United States,US,TRUE,strict,Entire home/apt,2004,872,174,1,50,6/30/2019,1.07,4,1,-4,,
3755104,Brownstone Apt with Sunny Garden,15840504735,verified,Smith O'Brien,Brooklyn,Bedford-Stuyvesant,40.68652,-73.95031,United States,US,FALSE,strict,Entire home/apt,2003,873,175,2,60,6/30/2019,1,2,1,141,#NAME?,
3003424,Brooklyn Artist Bdrm center of everything,18907871177,verified,Maya,Brooklyn,Clinton Hill,40.68214,-73.96474,United States,US,TRUE,strict,Private room,2011,873,175,4,3,8/17/2015,0.06,5,1,23,"No smoking, No pets. No shoes in the house. Visitors are permitted in the common area only. Please use the dining room to enjoy your meals. Also please refrain using an electronic device while having your meal. Quiet time between 10:00pm-6:00am.",
5737861,Modern prime location in Williamsburg,45164745392,unconfirmed,Lauren,Brooklyn,Williamsburg,40.71198,-73.96114,United States,US,FALSE,moderate,Private room,2004,873,175,2,12,5/19/2019,0.38,2,1,270,,
2131342,Rooms in Spacious East Village Apt.,19190399176,unconfirmed,Luis,Manhattan,East Village,40.72361,-73.97877,United States,US,FALSE,strict,Private room,2004,873,175,3,5,2/19/2017,0.08,5,2,328,"- NO SMOKING (You'll have to do that outside if you smoke) - Please keep the house like you found it - Please don't leave a mess - Please don't leave things dirty. - If you use the bathroom, clean or wipe things down  - If you use the kitchen, please clean dishes and wipe things down as well - No guest allowed - you can meet friends at other venues - Shoes off in the apartment - please leave by the door. If you would like please bring some slippers. - Please keep things quiet after 10pm - If you smoke, you must go outside! NO smoking inside! (the full security deposit will be withheld if a guest smokes in the house) - If you cook, please turn the fan on. - Please use your common sense, and if you are not sure, ask... - Remember, this is my house - so please treat it with respect.",
3196176,Overlooking Harlem,51710128134,unconfirmed,Leah,Manhattan,Harlem,40.80121,-73.95002,United States,US,TRUE,strict,Private room,2013,873,175,2,173,6/19/2019,2.71,5,1,374,"**We would love to hear a bit about you and what brings you to Boston before accepting any reservations. Please make sure your profile is filled out (including a clear picture of you), and your online and offline verifications are complete before you submit a reservation request so we have an idea of who you are.** Please be respectful of my home and other guests - clean up after yourself, keep your toiletries neat in the shared bathroom or leave them in your room, no smoking indoors, and please remove your shoes upon entering.   I have coffee and tea for guests, and will leave out some basic breakfast items like snack bars and fresh fruit, however if you are planning on using the kitchen during your stay I ask that you provide your own food and drink.   Please do not bring additional guests home without express prior permission from the host.  Sorry, no pets allowed! Check out time is 12pm.  Please clean your leftovers out of the refrigerator and put in the trash. Clean dishes buy run",
7229623,Awesome Private Artist Studio for FEMALE Traveler,720508908,unconfirmed,J.,Manhattan,Harlem,40.8186,-73.94413,United States,US,FALSE,strict,Entire home/apt,2007,873,175,2,24,6/29/2019,0.53,2,1,231,"Just treat the place like it is your own, not damaging anything, keeping it clean & organized, and not being loud.  NO PARTIES! as this is a private residence.  Other than that, enjoy everything in the house. NO SMOKING inside or outside the building!",
8267395,"Comfy apartment, close to train, beautiful street!",48089028867,unconfirmed,Cyntia,Manhattan,Morningside Heights,40.81218,-73.96112,United States,US,FALSE,moderate,Entire home/apt,2004,873,175,3,1,6/13/2016,0.03,1,1,408,"Please leave the apartment neat as you found it.  Put your sheets and towels in the hamper in the guest closet. If you've prepared food and there are leftovers, be sure to place them in the trash. Better yet, bring the trash and recyclable items downstairs and put them into the appropriate containers in the driveway out back.  Thank you, Deborah",
5055770,Bright & Colorful Studio in BK,70189890106,unconfirmed,Dominique,Brooklyn,Bedford-Stuyvesant,40.68856,-73.95315,United States,US,TRUE,flexible,Entire home/apt,2007,874,175,1,3,11/16/2015,0.06,4,1,91,We expect guests to treat this as they would their own home.  We don't allow pets.  We don't allow smoking.,
5993023,BUSHWICK Beaut! Private bed & bath,43309875647,verified,Erika,Brooklyn,Bushwick,40.70043,-73.92167,United States,US,TRUE,flexible,Private room,2016,874,175,5,1,8/19/2015,0.02,5,1,363,"The outdoor space and grill are welcome for your use but please be mindful of my neighbors and keep noise to a minimum. Also, if you use the grill please be sure to turn off the kerosene and clean the cooktop.",
6473524,"1br w/full ba,spacious and private",7525808636,verified,Tijana,Brooklyn,Columbia St,40.6851,-74.00228,United States,US,FALSE,strict,Private room,2015,874,175,7,2,5/21/2019,0.17,3,1,304,"Available Upon Arrival - Looking for nice, neat, non smoking, responsible, and independent person(s).",
5534062,Best of Carroll Gardens,18537995499,verified,Beth,Brooklyn,Carroll Gardens,40.6795,-73.99468,United States,US,TRUE,flexible,Entire home/apt,2008,875,175,5,1,6/27/2015,0.02,4,1,64,"There is a gas grill on the roof, but unfortunately, we cannot allow guests to use it due to safety concerns. Please make sure to close the door to the roof when not in use.",
5854396,Wildlife Loft Living room adventure,1133332247,verified,Chris,Brooklyn,Williamsburg,40.70645,-73.9379,United States,US,TRUE,flexible,Shared room,2018,875,175,1,25,4/28/2019,0.5,1,3,307,"I love having you here; you'll feel comfortable and at home.  You will have a key to  the house, so feel free to come and go as you choose.  Enjoy your stay in Boston!",
3439741,One-of-a-Kind Luxury NYC EPIC VIEW!,8988820939,verified,Aivars,Manhattan,Battery Park City,40.70633,-74.01837,United States,US,FALSE,flexible,Entire home/apt,2003,875,175,30,2,5/27/2014,0.03,5,1,348,,
7634459,Spacious Bohemian Apartment,75702138685,verified,Taylor,Brooklyn,Bedford-Stuyvesant,40.68137,-73.91479,United States,US,TRUE,flexible,Entire home/apt,2021,876,175,5,12,6/15/2017,0.28,3,1,382,"Sorry, no smoking and no pets.",
1675694,Cozy room in  2 bedrm apt in amazing Harlem!,54567951072,unconfirmed,Ghislaine,Manhattan,Harlem,40.82749,-73.9382,United States,US,FALSE,strict,Private room,2012,876,175,7,8,12/25/2012,0.09,2,1,212,We want you to treat our home as your own.  We have a few house rules- -Extra visitors and overnight guests are not allowed. - No pets -No smoking -Cooking facilities are not available -Minimum 2 night stay,
4800055,Great location in South Manhattan,51968928863,verified,Justin,Manhattan,Financial District,40.7082,-74.00139,United States,US,TRUE,strict,Private room,2012,877,175,1,1,2/20/2015,0.02,4,1,230,,
6310596,1 room available for in midtown NYC,12657592357,unconfirmed,Stanley,Manhattan,Midtown,40.75277,-73.96686,United States,US,TRUE,moderate,Private room,2003,877,175,1,2,7/31/2015,0.04,1,1,201,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.",
6115082,"Bilevel Penthouse: Park, City Views",57640839186,verified,David,Brooklyn,Greenpoint,40.72074,-73.94741,United States,US,TRUE,strict,Entire home/apt,2013,878,176,3,3,8/31/2015,0.06,4,1,309,No smoking.  No parties.  Be respectful of our neighbors.,
6031132,Nice room in a super nice apartment,14162979052,unconfirmed,Terry,Brooklyn,Williamsburg,40.71591,-73.9417,United States,US,FALSE,strict,Private room,2008,878,176,7,2,8/16/2015,0.04,3,1,367,"Please remove your shoes as you enter the apartment. Please respect my neighbors and honor my home – no parties, no ""guests"", no drugs, no orgies, no pets, no beer pong, no dinosaurs.",
7227414,1BR APT in LES with PRIVATE BACKYARD,15409439583,verified,Raquel,Manhattan,Chinatown,40.71569,-73.99174,United States,US,FALSE,strict,Entire home/apt,2010,878,176,2,18,6/15/2019,1.28,1,1,209,,
1373586,Chez Carine - Privacy in Manhattan,32459414344,unconfirmed,Jones,Manhattan,Harlem,40.81512,-73.94692,United States,US,TRUE,flexible,Private room,2008,878,176,2,72,11/26/2018,0.77,3,1,203,Residential building so no loud gatherings  No noise after 11  Basically treat it like its your place  No cleaning fee charged so please leave kitchen like you found it,
4791771,*DYLAN* Exquisite 1 BR & Terrace - Contemporary,15323230746,unconfirmed,Juliana,Manhattan,Upper West Side,40.78141,-73.98445,United States,US,FALSE,moderate,Entire home/apt,2014,878,176,30,12,4/18/2019,0.23,3,34,47,,
1394574,1500+ sq ft 2BR West Village Loft,1260650809,verified,Brooks,Manhattan,West Village,40.73378,-74.00429,United States,US,FALSE,moderate,Entire home/apt,2004,878,176,7,8,12/30/2017,0.12,5,1,132,"The usual: no smoking, no parties, no pets (sadly)! Please remove shoes upon entering the apartment, and be mindful of neighbors. It's a quiet building at any hour of the day, so do try to preserve the status quo. Thank you!",
3214954,Lg Private Rm 10mins to Manhattan,53395843996,verified,Jimmy,Queens,Astoria,40.75879,-73.91185,United States,US,FALSE,moderate,Private room,2010,878,176,10,1,7/31/2016,0.03,3,1,145,,
8269052,Bright Studio Loft Bed Stuy,66493297916,unconfirmed,Minka,Brooklyn,Bedford-Stuyvesant,40.67902,-73.94747,United States,US,TRUE,strict,Entire home/apt,2011,879,176,30,7,11/29/2016,0.16,2,1,79,No smoking! No party!,
1780079,Big Room in Williamsburg Loft,16871204273,unconfirmed,Niral,Brooklyn,Williamsburg,40.71382,-73.94164,United States,US,FALSE,moderate,Private room,2013,879,176,2,14,10/28/2018,0.19,3,1,290,,
4195287,Stay in the heart of Williamsburg!,56307548187,unconfirmed,Amanda,Brooklyn,Williamsburg,40.71722,-73.95862,United States,US,TRUE,strict,Entire home/apt,2004,879,176,2,4,11/16/2015,0.07,2,1,358,,
5994680,Big Sunny room in NYC (M5),36353401258,unconfirmed,Lilia,Manhattan,Harlem,40.81961,-73.93937,United States,US,TRUE,moderate,Private room,2011,879,176,6,6,12/18/2017,0.12,2,8,29,"• No parties or events • Not suitable for pets • No smoking • No parties or events • Not suitable for pets • No smoking No drugs, no smoking, no pets, no additional guests, no loud music, no lighting candles.  This is a quiet and safe apartment for female travelers looking for a cosy, safe, and unique lodging in the city.",
7189858,Shared living in New York City,30074081414,verified,Obi,Manhattan,Kips Bay,40.73842,-73.98008,United States,US,FALSE,moderate,Shared room,2006,879,176,1,1,11/15/2015,0.02,2,1,377,No smoking,
3642435,Superior Two BR - UES (30 Days MIN),73480940381,unconfirmed,Mor,Manhattan,Upper East Side,40.78193,-73.94884,United States,US,FALSE,strict,Entire home/apt,2021,879,176,30,3,11/30/2017,0.05,4,9,404,100% smoke free. Quiet hours in this building are from 10pm-6am.  Garbage is collected by the city of Boston on Tuesday and Friday mornings and must be placed outside in designated area for pick up.,
8260767,Cool room in a  Loft in Greenpoint/Williamsburg,56709215804,unconfirmed,Angelina,Brooklyn,Greenpoint,40.73271,-73.95751,United States,US,TRUE,flexible,Private room,2015,880,176,30,5,2/28/2017,0.14,5,4,26,,
5725158,Cozy Private Bdrm/Bthrm in Midtown,38575202398,unconfirmed,Rebecca,Manhattan,Midtown,40.76539,-73.97897,United States,US,TRUE,strict,Private room,2012,880,176,2,62,5/25/2019,1.34,2,1,218,,
2298136,Private room/bedroom in Park Slope/Gowanus BK,71331742116,verified,Katie,Brooklyn,Gowanus,40.67173,-73.98968,United States,US,TRUE,flexible,Private room,2004,881,176,1,9,8/19/2017,0.19,3,1,72,,
4254935,"Bedroom, balcony and best of NY.",47867119397,verified,Joey,Brooklyn,Williamsburg,40.71613,-73.95336,United States,US,FALSE,strict,Private room,2009,881,176,1,1,10/26/2014,0.02,3,1,220,No smoking/pets please.,
3111122,SOHO - Large Studio Apt,44472219635,unconfirmed,Nathan,Manhattan,Lower East Side,40.72153,-73.99331,United States,US,TRUE,flexible,Entire home/apt,2014,881,176,2,146,6/30/2019,3.45,4,1,18,smoking outside no pets quiet friendly people preferred,
3094553,Midtown Gem/ Carnegie Hall/theaters/ Central Park,3081876927,unconfirmed,(Email hidden by Airbnb),Manhattan,Midtown,40.76292,-73.98128,United States,US,TRUE,flexible,Private room,2003,881,176,3,6,5/19/2019,0.58,1,2,404,THIS IS A NON-SMOKING RESIDENCE. NO Children under the age of 16  Smoking is permitted on your private deck only. Quiet hours are from 11:00 p.m. - 7:00 a.m. No pets allowed. Be respectful of your neighbors.,
7797940,Gorgeous sunny studio & perfect beautiful NYC area,51175134316,verified,Danielle,Brooklyn,Bedford-Stuyvesant,40.6847,-73.93262,United States,US,FALSE,strict,Entire home/apt,2021,882,176,2,4,6/20/2016,0.09,4,1,340,- Enjoy Your self and have a pleasant stay!,
3186235,Beautiful Bright & Airy Guest Room,63951280578,unconfirmed,Mike And Lucy,Brooklyn,Williamsburg,40.70669,-73.93578,United States,US,TRUE,moderate,Private room,2020,882,176,2,16,7/28/2016,0.25,2,1,150,Yes try to be quite for other tenants and roommates so nothing to loud and be respectful. Be clean!,
6942427,Duplex Upper East side,54062126401,verified,Robin,Manhattan,Upper East Side,40.77001,-73.95691,United States,US,TRUE,flexible,Private room,2019,882,176,2,3,7/18/2016,0.08,3,1,80,"My ideal guests would be warm, friendly, and respectful of sharing my home and it's rhythms. I am allergic to cigarettes, so no smoking please, not even in the yard. A quiet homecoming is much appreciated at the end of the evening's nightlife.",
8098391,Large Room in Manhattan Duplex,41898586437,unconfirmed,Jonathan,Manhattan,Upper West Side,40.8,-73.96404,United States,US,TRUE,moderate,Private room,2006,882,176,2,42,3/19/2019,1.02,3,1,270,No smoking,
4216274,Best Bedroom in Bedstuy/Bushwick. Ensuite bathroom,15305796948,unconfirmed,BrooklynSleeps,Brooklyn,Bedford-Stuyvesant,40.69496,-73.93949,United States,US,FALSE,flexible,Private room,2005,883,177,1,110,6/23/2019,1.96,1,1,87,,
2388161,One family  house sublet August 1st to August 31,6067954673,verified,Eleni,Brooklyn,South Slope,40.66812,-73.99022,United States,US,TRUE,flexible,Private room,2021,883,177,30,1,6/19/2019,1,4,2,77,"Please just keep your area reasonably clean and pick up after yourself. Nothing special. All the kitchen appliances that are there are available for your use. Just wash your dishes and pick up any trash you have. If something has happened don't feel embarrassed, just let us know and we'll take care of it. Also no smoking and no loud parties. Come, enjoy yourself and have fun.",
3776091,Exquisite SoHa/Columbia area large 2 BR,73222769568,verified,David,Manhattan,Harlem,40.80465,-73.95365,United States,US,TRUE,strict,Entire home/apt,2018,883,177,3,24,4/26/2017,0.49,3,1,370,The apartment is in a brownstone shared with five other tenants.  Guests are expected to be respectful of the property and treat it like their own.  Small Pets are allowed but need to be approved.  No parties or loud late night noise. 420 Friendly.,
7713990,Amazing Location! mid-70s 1BR @ Columbus,5273279153,verified,Whitney,Manhattan,Upper West Side,40.78198,-73.97803,United States,US,FALSE,moderate,Entire home/apt,2003,883,177,1,4,6/26/2016,0.09,4,1,156,"Please treat the interior of the unit, including all furniture with respect.   No smoking or pets allowed. Enjoy yourself but please keep noise to acceptable levels at night to avoid disturbing neighbors.  No parties please.",
3889313,Perfect Brooklyn Studio Apartment,81455725274,unconfirmed,Madeline,Brooklyn,Bushwick,40.70716,-73.92171,United States,US,TRUE,strict,Entire home/apt,2003,884,177,1,40,1/16/2016,0.68,2,1,128,,
5162364,Private Cozy Room in Crown Heights,34529975693,unconfirmed,Tommy,Brooklyn,Crown Heights,40.67413,-73.95916,United States,US,TRUE,flexible,Private room,2003,884,177,3,54,1/27/2019,1.18,1,2,-10,"The usual ""social code"": There are three of us altogether in the apartment -- myself and two others, usually housemates, though one of the bedrooms may also be occupied by another guest -- so use of the bathroom should be considerate of others' needs as well.   Quiet is appreciated before 8:00 AM and after 10:00 PM.  You are more than welcome to use the kitchen for preparing food; we would ask only that you leave it in the condition you would wish to find it.  Smoking allowed on deck. *Good communication is essential to ensure everyone is contented.",
2378220,ABSOLUTELY GORGEOUS $10MILLION LOFT w/BASQUIAT,95558861639,verified,Masako,Brooklyn,Williamsburg,40.7084,-73.92642,United States,US,FALSE,moderate,Private room,2015,884,177,5,6,5/21/2019,0.26,1,1,143,"No cigarettes, parties or pets. If you're looking to stay longer than a week, please contact me before instant booking. Treat others how you want to be treated. :)",
5048590,Full Apt. in PRIME Williamsburg!,46256115189,verified,Brett,Brooklyn,Williamsburg,40.71475,-73.95557,United States,US,FALSE,moderate,Entire home/apt,2014,884,177,4,1,3/14/2015,0.02,5,1,-9,"Please care for our home as you would your own. This is not a vacation rental, it is our real home :)  Upon your departure please load and run the dishwasher, and take out your garbage and recycling. Instructions will be provided for you.",
8064701,WOW! Luxury East Village 3 Bed | 1 Bath Apt,9182853931,unconfirmed,John,Manhattan,East Village,40.73027,-73.98759,United States,US,TRUE,strict,Entire home/apt,2019,885,177,3,97,6/19/2019,2.22,3,1,224,* No smoking indoors.  * No pets  * No loud/large parties.  * Please clean up before checking out. Any major clean-up service required may be deducted from the deposit.  * Guests staying longer than one week are responsible for keeping the space tidy. We provide cleaning supplies.  * Additional guests permitted for an extra charge per person per night (see price table).,
1685636,☆ Home Away From Home <3 of NYC! ☆ 2BR ENTIRE HOME,74100818366,unconfirmed,Lane,Manhattan,Upper West Side,40.78339,-73.98003,United States,US,TRUE,moderate,Entire home/apt,2005,885,177,4,2,6/28/2014,0.03,3,2,339,No Smoking.,
7193171,纽约之家(PrivateBathroom4),34576020044,verified,Amy,Queens,Flushing,40.74491,-73.83355,United States,US,FALSE,flexible,Private room,2010,885,177,1,27,5/27/2019,0.59,2,3,143,,
7991245,Brownstone 1 BR with Huge Backyard,31881407674,unconfirmed,Amadou,Brooklyn,Fort Greene,40.68792,-73.97904,United States,US,TRUE,flexible,Entire home/apt,2016,886,177,2,115,6/21/2019,2.66,5,1,32,"No pets, smoking on the balconey only.  We expect from our guests to respect the apartment and the neighbors : the quieter, the better :)",
4679102,Bohemian 1 Bedroom Loft with city view,55225809160,verified,Vida,Brooklyn,Greenpoint,40.72545,-73.94039,United States,US,FALSE,moderate,Entire home/apt,2006,886,177,30,2,8/15/2018,0.06,5,52,302,,
8284516,Sunny and Cozy  Private Room by L train,13413421299,verified,J,Brooklyn,Williamsburg,40.70896,-73.94129,United States,US,TRUE,strict,Private room,2022,886,177,1,30,8/27/2018,0.7,3,3,72,,
4053898,Amazing Private Room in the Heart of Manhattan,23033376604,verified,Matt,Manhattan,Little Italy,40.72023,-73.99693,United States,US,FALSE,moderate,Private room,2004,886,177,3,135,6/16/2019,2.31,2,1,201,No Smoking.  No pets except by special arrangement.   Please keep reasonably quiet when in the apartment/building--this is a quiet and densely populated neighborhood. Please DO NOT leave trash on the street.  Separate recycling. Contact me if trash needs to be removed during your stay.,
3768911,Amazing 1 Bedroom Apt CENTRAL PARK,43207485908,verified,Danielle,Manhattan,Upper East Side,40.77487,-73.949,United States,US,FALSE,flexible,Entire home/apt,2006,886,177,2,24,9/27/2015,0.41,3,1,185,No smoking No children under the age of 18 No animals No loud parties or people beyond those included in the reservation No late night check-ins,
4413445,"Landmark 1 Bedroom has 2 beds, Free WiFi",94726245092,unconfirmed,Michael,Manhattan,Washington Heights,40.83335,-73.94048,United States,US,TRUE,moderate,Entire home/apt,2006,886,177,74,7,8/31/2018,0.14,4,19,326,,
